person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,52000,MORTGAGE,2.0,EDUCATION,B,18000,11.71,0,0.35,N,3
24,79000,RENT,3.0,PERSONAL,C,7000,12.54,0,0.09,N,3
22,80000,RENT,4.0,DEBTCONSOLIDATION,A,7000,6.62,0,0.09,N,3
23,74000,RENT,7.0,HOMEIMPROVEMENT,A,7000,6.03,1,0.09,N,3
22,80000,RENT,4.0,PERSONAL,A,7000,7.51,0,0.09,N,2
23,80000,RENT,1.0,VENTURE,A,7000,7.14,0,0.09,N,2
26,80400,RENT,6.0,VENTURE,B,7000,10.65,0,0.09,N,2
23,52000,MORTGAGE,5.0,EDUCATION,B,12800,10.65,0,0.25,N,2
23,52000,OWN,7.0,EDUCATION,A,6000,,0,0.12,N,3
24,82000,RENT,8.0,EDUCATION,B,7000,10.0,0,0.09,N,4
25,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14500,10.65,0,0.28,N,4
23,76000,RENT,0.0,PERSONAL,D,7000,14.96,1,0.09,N,4
23,52000,MORTGAGE,7.0,EDUCATION,A,22000,7.51,0,0.42,N,2
26,83000,RENT,6.0,MEDICAL,C,7000,13.49,0,0.08,Y,3
23,52000,MORTGAGE,7.0,EDUCATION,A,8400,8.9,0,0.16,N,2
21,52000,OWN,1.0,EDUCATION,B,13200,12.42,0,0.25,N,2
26,52000,MORTGAGE,2.0,EDUCATION,A,6000,8.9,0,0.12,N,4
26,52000,OWN,10.0,PERSONAL,A,10000,8.9,0,0.19,N,3
24,52000,MORTGAGE,9.0,VENTURE,B,11300,,0,0.22,N,3
23,83236,RENT,6.0,EDUCATION,A,7000,6.92,0,0.08,N,2
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,7.9,0,0.1,N,3
25,66300,RENT,3.0,MEDICAL,B,7000,9.25,1,0.09,N,3
21,52000,MORTGAGE,4.0,PERSONAL,D,2000,15.62,0,0.04,N,4
25,52000,MORTGAGE,8.0,EDUCATION,C,3900,,0,0.07,N,4
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13250,5.99,0,0.25,N,2
26,52000,MORTGAGE,6.0,PERSONAL,B,3300,10.99,0,0.06,N,2
26,85000,RENT,10.0,EDUCATION,B,7000,12.42,0,0.08,N,4
24,27311,RENT,1.0,MEDICAL,C,6250,12.87,0,0.23,Y,4
25,52000,MORTGAGE,3.0,PERSONAL,A,6000,8.49,0,0.12,N,3
22,28500,RENT,2.0,HOMEIMPROVEMENT,D,6250,14.84,1,0.22,N,4
24,29000,RENT,0.0,DEBTCONSOLIDATION,B,6250,10.99,0,0.22,N,2
22,29100,RENT,2.0,PERSONAL,D,6250,16.07,1,0.21,Y,3
25,29120,RENT,1.0,VENTURE,C,6250,15.96,0,0.21,Y,3
26,46000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,9.99,1,0.15,N,3
24,46000,MORTGAGE,,MEDICAL,D,10000,15.99,1,0.22,N,3
25,46000,MORTGAGE,5.0,MEDICAL,B,6000,10.99,1,0.13,N,3
23,38400,RENT,3.0,DEBTCONSOLIDATION,A,6250,8.9,0,0.16,N,4
26,52000,OWN,10.0,VENTURE,A,8000,8.49,0,0.15,N,3
23,54000,RENT,3.0,DEBTCONSOLIDATION,A,6250,6.99,0,0.12,N,3
24,12624,RENT,,VENTURE,C,6300,13.85,1,0.5,N,3
21,30000,RENT,2.0,DEBTCONSOLIDATION,B,6300,11.71,0,0.21,N,3
24,90000,RENT,0.0,MEDICAL,C,7000,13.99,0,0.08,N,4
22,90000,RENT,2.0,PERSONAL,B,7000,8.88,0,0.08,N,3
24,46000,MORTGAGE,8.0,PERSONAL,C,29100,12.99,1,0.63,Y,2
22,52000,MORTGAGE,0.0,EDUCATION,C,20000,13.99,0,0.38,Y,3
22,52000,MORTGAGE,6.0,VENTURE,C,2650,12.99,0,0.05,Y,3
25,90000,RENT,3.0,PERSONAL,C,7000,13.16,0,0.08,N,2
25,95000,RENT,1.0,DEBTCONSOLIDATION,A,7000,6.99,0,0.07,N,2
22,70550,RENT,0.0,MEDICAL,E,7000,15.88,1,0.08,N,3
24,96000,RENT,6.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.07,N,2
26,97000,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.91,0,0.07,N,4
26,99100,RENT,2.0,PERSONAL,A,7000,7.49,0,0.07,N,3
26,100840,RENT,10.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.07,N,3
24,52000,MORTGAGE,6.0,VENTURE,A,9000,5.79,0,0.17,N,2
22,105000,RENT,6.0,MEDICAL,A,7000,7.74,0,0.07,N,3
24,110000,RENT,1.0,MEDICAL,A,7000,7.51,0,0.06,N,2
24,52000,MORTGAGE,8.0,EDUCATION,A,3000,7.66,0,0.06,N,4
24,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,10.0,0,0.29,N,2
23,111000,RENT,7.0,EDUCATION,A,7000,8.0,0,0.06,N,3
24,52000,MORTGAGE,8.0,MEDICAL,A,14500,7.29,0,0.28,N,4
22,115200,RENT,0.0,DEBTCONSOLIDATION,A,7000,7.66,0,0.06,N,2
25,52000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,10.74,0,0.16,N,3
22,52000,MORTGAGE,6.0,EDUCATION,C,9750,13.06,0,0.19,N,3
26,52000,OWN,10.0,EDUCATION,D,5000,15.65,0,0.1,Y,4
24,118000,RENT,5.0,HOMEIMPROVEMENT,A,7000,8.49,0,0.06,N,2
26,52000,MORTGAGE,7.0,VENTURE,B,6500,10.74,0,0.13,N,2
23,120000,RENT,1.0,PERSONAL,B,7000,10.75,0,0.06,N,2
25,52000,MORTGAGE,7.0,MEDICAL,A,6000,7.66,0,0.12,N,2
25,52000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,24500,6.17,0,0.47,N,3
26,150000,RENT,3.0,MEDICAL,B,7000,9.63,0,0.05,N,4
22,28000,RENT,0.0,EDUCATION,C,6975,12.29,0,0.25,N,4
26,52000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,10750,9.62,0,0.21,N,2
24,25000,RENT,0.0,MEDICAL,D,6950,14.42,1,0.28,Y,3
23,30000,RENT,0.0,EDUCATION,C,6300,14.35,0,0.21,N,4
24,52000,OWN,4.0,DEBTCONSOLIDATION,D,7000,14.09,0,0.13,Y,4
22,30000,RENT,0.0,VENTURE,C,6300,13.22,0,0.21,Y,3
26,37000,RENT,10.0,PERSONAL,B,6300,10.99,0,0.17,N,3
21,42504,RENT,0.0,EDUCATION,A,6300,6.99,0,0.15,N,3
24,46000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,12000,14.83,1,0.26,Y,3
22,50724,RENT,7.0,EDUCATION,C,6300,15.96,0,0.12,Y,4
24,52000,MORTGAGE,0.0,EDUCATION,C,1200,13.98,0,0.02,Y,2
24,46000,MORTGAGE,9.0,EDUCATION,A,12000,7.88,1,0.26,N,4
25,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.23,N,3
22,52000,MORTGAGE,5.0,VENTURE,C,3000,14.35,0,0.06,N,2
25,54503,RENT,9.0,EDUCATION,A,6300,7.51,0,0.12,N,2
24,58650,RENT,6.0,MEDICAL,D,6300,14.91,1,0.09,Y,2
25,84000,RENT,5.0,VENTURE,A,6300,7.88,0,0.07,N,3
25,25000,RENT,3.0,MEDICAL,A,6325,8.9,0,0.25,N,4
26,55000,RENT,5.0,PERSONAL,B,6325,10.65,0,0.12,N,4
22,60200,RENT,2.0,DEBTCONSOLIDATION,A,6325,7.51,0,0.11,N,3
23,74415,RENT,1.0,PERSONAL,D,6350,12.92,1,0.09,Y,3
26,32000,RENT,7.0,DEBTCONSOLIDATION,B,6375,10.74,0,0.2,N,2
25,44000,RENT,4.0,EDUCATION,A,6375,,0,0.14,N,2
23,52000,OWN,2.0,EDUCATION,B,6000,10.75,0,0.12,N,4
24,52000,MORTGAGE,2.0,MEDICAL,A,4800,,0,0.09,N,2
25,18000,RENT,2.0,MEDICAL,A,6500,,1,0.36,N,3
22,20000,RENT,1.0,DEBTCONSOLIDATION,B,6500,10.99,1,0.33,N,2
24,52000,MORTGAGE,8.0,EDUCATION,C,12000,13.85,0,0.23,Y,4
21,21000,RENT,6.0,EDUCATION,B,6500,11.89,1,0.31,N,4
22,52000,MORTGAGE,2.0,MEDICAL,B,18000,9.88,0,0.35,N,4
24,21600,RENT,,VENTURE,C,6500,14.79,1,0.3,Y,4
24,52000,MORTGAGE,7.0,MEDICAL,C,5000,14.22,0,0.1,N,2
26,52000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.19,N,4
26,52000,MORTGAGE,6.0,PERSONAL,A,6500,6.76,0,0.13,N,4
24,52000,OWN,8.0,EDUCATION,B,4000,10.62,0,0.08,N,4
26,52000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,2500,14.59,0,0.05,N,4
24,24000,RENT,0.0,EDUCATION,B,6500,11.36,0,0.27,N,2
22,52000,MORTGAGE,5.0,VENTURE,A,3900,7.51,0,0.07,N,3
24,52000,MORTGAGE,7.0,VENTURE,B,7800,11.36,0,0.15,N,3
24,52000,MORTGAGE,8.0,PERSONAL,B,5000,10.99,0,0.1,N,3
21,24000,RENT,1.0,VENTURE,B,6500,12.53,0,0.27,N,2
26,25000,RENT,4.0,MEDICAL,D,6500,14.09,1,0.26,Y,2
24,52000,MORTGAGE,3.0,VENTURE,A,3500,6.76,0,0.07,N,3
22,52000,MORTGAGE,0.0,EDUCATION,A,10000,7.88,0,0.19,N,3
26,25596,RENT,0.0,MEDICAL,B,6500,9.99,0,0.25,N,4
24,52000,MORTGAGE,8.0,VENTURE,B,8400,10.99,0,0.16,N,4
25,46000,OWN,0.0,DEBTCONSOLIDATION,E,19750,16.7,1,0.43,Y,4
22,46000,MORTGAGE,0.0,MEDICAL,B,8000,12.53,1,0.17,N,3
23,52000,OWN,1.0,PERSONAL,B,10000,11.14,0,0.19,N,2
24,52000,OWN,8.0,PERSONAL,A,5000,7.4,0,0.1,N,2
26,28000,RENT,7.0,MEDICAL,A,6500,7.51,0,0.23,N,3
24,30000,RENT,0.0,VENTURE,B,6500,10.99,0,0.22,N,3
22,30000,RENT,4.0,EDUCATION,C,6500,13.85,0,0.22,Y,3
22,52000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.06,N,2
22,31000,RENT,2.0,EDUCATION,A,6500,8.32,0,0.21,N,3
26,32000,RENT,2.0,MEDICAL,C,6500,14.22,0,0.2,Y,2
23,32000,RENT,0.0,EDUCATION,A,6500,7.88,0,0.2,N,4
22,32200,RENT,5.0,PERSONAL,B,6500,11.83,0,0.2,N,2
22,33000,RENT,4.0,MEDICAL,A,6500,6.17,0,0.2,N,4
23,33000,RENT,0.0,EDUCATION,A,6500,7.51,0,0.2,N,2
24,46000,MORTGAGE,2.0,PERSONAL,B,15250,12.53,1,0.33,N,2
25,35000,RENT,,MEDICAL,C,6500,12.68,0,0.19,Y,2
22,52000,MORTGAGE,6.0,PERSONAL,A,4800,8.59,0,0.09,N,2
21,52000,MORTGAGE,1.0,EDUCATION,C,16000,12.87,0,0.31,N,4
22,36000,RENT,0.0,PERSONAL,C,6500,,0,0.18,N,3
26,46000,MORTGAGE,3.0,EDUCATION,G,5000,19.16,1,0.11,N,3
24,38000,RENT,8.0,PERSONAL,C,6500,11.34,0,0.17,Y,3
26,52000,MORTGAGE,0.0,EDUCATION,B,3600,11.89,0,0.07,N,2
25,52000,MORTGAGE,3.0,MEDICAL,A,6000,9.32,0,0.12,N,2
26,52000,MORTGAGE,10.0,PERSONAL,A,3000,9.63,0,0.06,N,3
21,52000,MORTGAGE,5.0,EDUCATION,C,7000,13.47,0,0.13,N,3
23,52000,OWN,3.0,MEDICAL,C,9250,13.16,0,0.18,N,3
22,34000,RENT,1.0,PERSONAL,C,6500,13.22,1,0.19,Y,3
26,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,3600,10.51,0,0.07,N,3
25,40000,RENT,1.0,DEBTCONSOLIDATION,B,6500,11.89,0,0.16,N,4
26,40100,RENT,3.0,VENTURE,D,6500,,0,0.16,N,4
21,40116,RENT,2.0,VENTURE,A,6500,5.79,0,0.16,N,3
24,52000,MORTGAGE,8.0,PERSONAL,A,5000,8.32,0,0.1,N,2
22,52000,MORTGAGE,0.0,EDUCATION,C,6400,11.34,0,0.12,Y,4
22,35325,RENT,2.0,HOMEIMPROVEMENT,D,6500,15.95,1,0.18,N,2
20,42000,RENT,4.0,VENTURE,B,6500,11.71,0,0.15,N,2
25,42000,RENT,2.0,MEDICAL,C,6500,13.49,0,0.15,Y,3
23,36000,RENT,4.0,DEBTCONSOLIDATION,D,6500,17.49,1,0.18,Y,2
22,42000,RENT,2.0,EDUCATION,A,6500,5.99,0,0.15,N,2
23,42000,RENT,2.0,PERSONAL,B,6500,10.37,0,0.15,N,3
25,52160,MORTGAGE,5.0,HOMEIMPROVEMENT,B,1750,11.89,0,0.03,N,2
23,52176,MORTGAGE,3.0,EDUCATION,B,7500,10.59,0,0.14,N,3
21,43000,RENT,5.0,EDUCATION,C,6500,12.73,0,0.15,N,3
23,52250,MORTGAGE,2.0,VENTURE,C,4750,13.35,0,0.09,Y,4
23,44724,RENT,7.0,VENTURE,B,6500,10.96,0,0.15,N,3
21,45000,RENT,3.0,VENTURE,B,6500,10.74,0,0.14,N,2
26,45600,RENT,2.0,MEDICAL,B,6500,10.99,0,0.14,N,4
22,46320,MORTGAGE,6.0,DEBTCONSOLIDATION,D,15000,12.86,1,0.32,Y,4
23,52360,MORTGAGE,,VENTURE,D,15000,16.49,0,0.29,Y,2
22,46500,MORTGAGE,0.0,DEBTCONSOLIDATION,B,9500,12.69,1,0.2,N,4
22,52500,MORTGAGE,3.0,DEBTCONSOLIDATION,B,4000,10.65,0,0.08,N,4
22,45012,RENT,6.0,MEDICAL,D,6500,13.99,1,0.14,N,2
22,52500,MORTGAGE,6.0,DEBTCONSOLIDATION,C,8000,15.23,0,0.15,N,3
23,46500,MORTGAGE,1.0,MEDICAL,A,5000,7.49,1,0.11,N,3
22,53000,RENT,2.0,EDUCATION,B,6500,10.65,0,0.12,N,4
21,55404,RENT,5.0,DEBTCONSOLIDATION,C,6500,13.98,0,0.12,N,4
22,59000,RENT,2.0,EDUCATION,B,6500,10.95,0,0.11,N,3
26,52500,MORTGAGE,0.0,PERSONAL,B,15250,9.63,0,0.29,N,2
25,52500,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7000,5.79,0,0.13,N,4
22,60000,RENT,3.0,PERSONAL,B,6500,9.25,0,0.11,N,2
25,52500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,7.88,0,0.17,N,4
21,62467,RENT,0.0,MEDICAL,B,6500,,0,0.1,N,4
22,63211,RENT,7.0,DEBTCONSOLIDATION,B,6500,11.86,0,0.1,N,2
25,66000,RENT,7.0,DEBTCONSOLIDATION,B,6500,10.25,0,0.1,N,3
22,52584,MORTGAGE,2.0,PERSONAL,D,6400,14.54,0,0.12,N,4
25,46645,MORTGAGE,9.0,PERSONAL,B,2000,12.69,1,0.04,N,3
23,70000,RENT,6.0,VENTURE,C,6500,13.23,0,0.09,N,3
25,72600,RENT,5.0,HOMEIMPROVEMENT,A,6500,7.74,0,0.09,N,2
24,73000,RENT,2.0,DEBTCONSOLIDATION,A,6500,,0,0.09,N,4
26,52700,MORTGAGE,7.0,PERSONAL,A,4000,7.4,0,0.08,N,3
22,52700,MORTGAGE,2.0,EDUCATION,A,5000,9.63,0,0.09,N,4
25,52704,MORTGAGE,6.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.21,N,3
24,52739,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,9.38,0,0.15,N,2
23,52780,MORTGAGE,2.0,PERSONAL,A,8000,7.51,0,0.15,N,2
25,75000,RENT,2.0,EDUCATION,C,6500,13.57,0,0.09,Y,2
23,52800,MORTGAGE,7.0,EDUCATION,B,2625,11.71,0,0.05,N,3
23,80000,RENT,6.0,VENTURE,A,6500,7.51,0,0.08,N,3
23,84000,RENT,4.0,VENTURE,D,6500,,0,0.08,N,3
25,84000,RENT,4.0,EDUCATION,B,6500,11.89,0,0.08,N,4
24,52800,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3600,7.9,0,0.07,N,3
25,85296,RENT,7.0,DEBTCONSOLIDATION,C,6500,12.98,0,0.08,Y,4
25,46800,MORTGAGE,0.0,MEDICAL,A,6000,5.42,1,0.13,N,4
22,52800,MORTGAGE,5.0,VENTURE,B,4000,10.99,0,0.08,N,2
22,52800,OWN,5.0,EDUCATION,D,4800,17.49,0,0.09,Y,3
24,91700,RENT,1.0,EDUCATION,B,6500,9.88,0,0.07,N,3
23,92000,RENT,0.0,PERSONAL,A,6500,8.0,0,0.07,N,2
22,52800,OWN,,MEDICAL,A,7000,6.99,0,0.13,N,4
24,95000,RENT,8.0,PERSONAL,A,6500,8.49,0,0.07,N,2
26,52800,MORTGAGE,10.0,MEDICAL,A,1925,6.76,0,0.04,N,4
22,52800,MORTGAGE,6.0,PERSONAL,A,7000,6.76,0,0.13,N,2
24,52800,MORTGAGE,8.0,EDUCATION,A,4000,7.88,0,0.08,N,4
22,52800,MORTGAGE,6.0,PERSONAL,C,6000,13.98,0,0.11,Y,3
22,47000,RENT,0.0,VENTURE,B,6550,10.65,0,0.14,N,2
23,45000,RENT,2.0,MEDICAL,A,6575,8.0,0,0.15,N,4
24,86000,RENT,8.0,EDUCATION,A,6575,6.99,0,0.08,N,3
24,21600,RENT,0.0,EDUCATION,C,6600,12.68,1,0.31,Y,4
26,46800,MORTGAGE,0.0,MEDICAL,C,5000,12.87,1,0.11,N,4
23,21888,RENT,8.0,EDUCATION,B,6600,11.11,0,0.3,N,2
26,29000,RENT,11.0,EDUCATION,A,6600,,0,0.23,N,3
24,30000,RENT,2.0,HOMEIMPROVEMENT,C,6600,13.06,1,0.22,N,2
22,30004,RENT,6.0,MEDICAL,B,6600,10.33,0,0.22,N,2
23,34800,RENT,6.0,EDUCATION,A,6600,7.49,0,0.19,N,3
26,35000,RENT,0.0,MEDICAL,A,6600,8.59,0,0.19,N,4
25,36000,RENT,1.0,MEDICAL,B,6600,11.49,0,0.18,N,4
25,53000,OWN,4.0,HOMEIMPROVEMENT,B,7200,9.91,0,0.14,N,3
22,39000,RENT,3.0,MEDICAL,B,6600,,0,0.17,N,2
25,53000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,6.62,0,0.11,N,3
26,41000,RENT,3.0,DEBTCONSOLIDATION,C,6600,13.85,0,0.16,Y,4
26,41000,RENT,1.0,DEBTCONSOLIDATION,A,6600,8.0,0,0.16,N,2
25,42000,RENT,2.0,MEDICAL,B,6600,10.65,0,0.16,N,4
22,41838,RENT,0.0,MEDICAL,D,6600,16.89,1,0.16,N,3
23,48000,RENT,3.0,EDUCATION,B,6600,11.11,0,0.14,N,2
26,53000,OWN,2.0,HOMEIMPROVEMENT,B,2500,9.91,0,0.05,N,2
23,52000,RENT,8.0,DEBTCONSOLIDATION,A,6600,7.49,0,0.13,N,3
24,53000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,6.03,0,0.15,N,2
25,47000,MORTGAGE,9.0,EDUCATION,A,12000,6.62,1,0.26,N,2
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,1000,15.27,0,0.02,Y,4
24,52000,RENT,3.0,HOMEIMPROVEMENT,A,6600,,0,0.13,N,3
21,53000,OWN,5.0,MEDICAL,A,3000,7.51,0,0.06,N,4
26,53000,MORTGAGE,10.0,MEDICAL,C,11500,14.65,0,0.22,N,4
26,54000,RENT,2.0,PERSONAL,C,6600,11.97,0,0.12,Y,4
22,60000,RENT,0.0,DEBTCONSOLIDATION,B,6600,10.59,0,0.11,N,2
25,53000,MORTGAGE,9.0,VENTURE,A,10800,7.51,0,0.2,N,2
22,60000,RENT,4.0,PERSONAL,B,6600,10.99,0,0.11,N,2
26,53000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2800,6.03,0,0.05,N,4
22,64000,RENT,5.0,MEDICAL,A,6600,8.9,0,0.1,N,3
26,53000,MORTGAGE,10.0,VENTURE,A,12000,5.99,0,0.23,N,4
22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5025,7.49,0,0.09,N,3
23,70000,RENT,3.0,VENTURE,C,6600,12.84,0,0.09,Y,3
26,53000,OWN,3.0,VENTURE,B,6000,9.99,0,0.11,N,2
25,97000,RENT,0.0,VENTURE,A,6600,,0,0.07,N,2
25,101877,RENT,9.0,VENTURE,B,6600,10.99,0,0.06,N,2
25,53000,MORTGAGE,9.0,VENTURE,C,12375,13.49,0,0.23,Y,3
24,53000,MORTGAGE,4.0,VENTURE,A,15000,,0,0.28,N,2
22,53000,MORTGAGE,6.0,VENTURE,C,7350,14.79,0,0.14,Y,4
25,13200,RENT,0.0,DEBTCONSOLIDATION,A,6625,8.63,1,0.5,N,3
23,16800,RENT,7.0,EDUCATION,A,6625,6.03,1,0.39,N,3
21,28000,RENT,2.0,DEBTCONSOLIDATION,C,6625,13.06,1,0.24,N,2
22,47000,MORTGAGE,6.0,MEDICAL,B,24000,10.37,1,0.51,N,4
26,28000,RENT,8.0,EDUCATION,D,6625,12.92,0,0.24,N,2
24,53000,MORTGAGE,8.0,VENTURE,A,6850,6.92,0,0.13,N,2
22,53000,MORTGAGE,6.0,PERSONAL,A,5000,5.42,0,0.09,N,3
24,50000,RENT,3.0,MEDICAL,C,6625,11.22,0,0.13,N,2
24,53000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,10000,14.91,0,0.19,N,4
24,57100,RENT,3.0,VENTURE,C,6625,11.22,0,0.12,Y,4
25,34000,RENT,0.0,VENTURE,A,6650,8.9,0,0.2,N,3
24,56000,RENT,2.0,VENTURE,B,6650,12.69,0,0.12,N,2
21,53000,MORTGAGE,5.0,VENTURE,C,18000,13.8,0,0.34,Y,3
22,72321,RENT,6.0,PERSONAL,B,6650,,0,0.09,N,4
22,12000,RENT,0.0,EDUCATION,A,6700,7.66,1,0.56,N,4
21,21600,RENT,,DEBTCONSOLIDATION,A,6700,6.92,1,0.31,N,4
23,24996,RENT,0.0,EDUCATION,C,6700,13.8,0,0.27,Y,3
22,53000,MORTGAGE,4.0,VENTURE,D,6600,14.46,0,0.12,Y,4
26,53000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,,0,0.15,N,2
22,27600,RENT,0.0,VENTURE,D,6700,15.31,1,0.24,N,3
22,36050,RENT,2.0,PERSONAL,D,6700,14.11,1,0.19,Y,4
22,53000,MORTGAGE,6.0,VENTURE,E,8000,16.82,0,0.15,N,4
22,48000,RENT,3.0,DEBTCONSOLIDATION,B,6700,11.99,0,0.14,N,3
22,72204,RENT,2.0,PERSONAL,C,6700,13.47,0,0.09,N,3
26,53000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.15,N,2
23,85000,RENT,5.0,MEDICAL,C,6700,15.23,0,0.08,Y,2
23,47000,MORTGAGE,7.0,MEDICAL,C,16000,14.35,1,0.34,Y,3
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7750,7.14,0,0.15,N,4
21,53000,OWN,5.0,PERSONAL,B,14400,11.36,0,0.27,N,3
22,53000,MORTGAGE,4.0,PERSONAL,D,8000,16.07,0,0.15,Y,4
23,70000,RENT,8.0,DEBTCONSOLIDATION,A,6725,6.62,0,0.1,N,2
26,41000,RENT,4.0,EDUCATION,A,6750,5.99,0,0.16,N,3
25,42000,RENT,2.0,MEDICAL,D,6750,17.27,1,0.16,N,2
25,75000,RENT,9.0,VENTURE,A,6775,7.9,0,0.09,N,4
26,53000,OWN,8.0,PERSONAL,B,16000,10.25,0,0.3,N,2
24,53000,OWN,3.0,HOMEIMPROVEMENT,A,9800,7.51,0,0.18,N,4
23,27600,RENT,6.0,EDUCATION,A,6800,8.9,0,0.25,N,3
22,53000,OWN,7.0,VENTURE,B,2250,10.62,0,0.04,N,3
22,27800,RENT,3.0,MEDICAL,A,6800,8.49,0,0.24,N,3
24,53000,OWN,8.0,MEDICAL,A,3350,6.76,0,0.06,N,2
25,28800,RENT,8.0,EDUCATION,B,6800,9.63,0,0.24,N,3
22,29120,RENT,1.0,VENTURE,B,6800,10.59,0,0.23,N,2
22,53000,MORTGAGE,6.0,EDUCATION,E,10000,17.39,0,0.19,N,3
24,30500,RENT,2.0,EDUCATION,F,6800,21.74,1,0.22,Y,3
22,37000,RENT,6.0,PERSONAL,A,6800,7.14,0,0.18,N,2
22,53000,MORTGAGE,7.0,EDUCATION,A,2500,7.4,0,0.05,N,3
25,53000,MORTGAGE,2.0,VENTURE,B,10750,11.14,0,0.2,N,2
25,53000,MORTGAGE,10.0,MEDICAL,B,16000,12.53,0,0.3,N,2
22,31500,RENT,1.0,VENTURE,D,6800,14.11,1,0.22,N,2
24,38112,RENT,2.0,PERSONAL,A,6800,7.68,0,0.18,N,3
24,53000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,7200,14.42,0,0.14,N,3
22,41196,RENT,6.0,PERSONAL,C,6800,11.59,0,0.17,Y,2
21,45000,RENT,1.0,PERSONAL,A,6800,5.79,0,0.15,N,3
24,53000,MORTGAGE,1.0,EDUCATION,D,6400,13.67,0,0.12,N,2
23,46000,RENT,2.0,VENTURE,D,6800,15.65,1,0.15,Y,4
23,46852,RENT,3.0,HOMEIMPROVEMENT,B,6800,10.65,1,0.15,N,2
22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4000,10.39,0,0.08,N,2
26,53000,RENT,4.0,EDUCATION,B,6800,9.91,0,0.13,N,4
21,53000,MORTGAGE,0.0,PERSONAL,D,12000,13.24,0,0.23,N,2
24,53004,MORTGAGE,6.0,VENTURE,B,21000,10.65,0,0.4,N,4
25,53004,MORTGAGE,3.0,VENTURE,A,4800,5.42,0,0.09,N,2
26,53004,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,10.0,0,0.09,N,4
24,54000,RENT,8.0,HOMEIMPROVEMENT,B,6800,10.59,0,0.13,N,3
23,53004,MORTGAGE,7.0,PERSONAL,A,10000,5.79,0,0.19,N,3
24,53004,MORTGAGE,1.0,DEBTCONSOLIDATION,B,2400,10.36,0,0.05,N,2
25,53004,OWN,9.0,EDUCATION,B,2000,10.75,0,0.04,N,4
23,48000,RENT,0.0,PERSONAL,A,6800,6.54,1,0.14,N,4
22,53004,MORTGAGE,6.0,EDUCATION,C,1500,13.79,0,0.03,N,2
23,55000,RENT,1.0,VENTURE,B,6800,11.49,0,0.12,N,2
22,55000,RENT,2.0,EDUCATION,B,6800,11.99,0,0.12,N,2
24,60000,RENT,0.0,VENTURE,A,6800,7.51,0,0.11,N,2
22,65700,RENT,7.0,PERSONAL,B,6800,10.37,0,0.1,N,3
26,53100,OWN,10.0,VENTURE,A,13000,7.9,0,0.24,N,3
25,68004,RENT,8.0,DEBTCONSOLIDATION,A,6800,8.49,0,0.1,N,4
22,53124,MORTGAGE,4.0,EDUCATION,C,6500,13.61,0,0.12,N,3
23,47148,MORTGAGE,3.0,MEDICAL,A,25000,7.49,1,0.53,N,3
26,53155,MORTGAGE,10.0,MEDICAL,A,4000,6.76,0,0.08,N,3
23,53160,MORTGAGE,,DEBTCONSOLIDATION,A,7000,7.49,0,0.13,N,3
24,53184,MORTGAGE,8.0,PERSONAL,B,13500,10.99,0,0.25,N,4
25,70000,RENT,5.0,HOMEIMPROVEMENT,A,6800,5.42,0,0.1,N,2
